activity,Uppm,adjwt,basement,floor,pcterr,region,room,typebldg,wave,area,days,month
4.8,1.34533,193.5074,Y,0,8.6,6,2,1,84,NELSON              ND,2,03/1988
2.5,2.10811,447.6274,Y,0,7.7,1,2,1,72,JACKSON             MO,2,02/1988
9.5,1.82826,675.416,Y,0,3.4,6,0,1,84,CAMERON             PA,2,01/1989
11.4,1.77863,56.84945,Y,0,3.2,1,4,1,25,MORTON              ND,2,02/1988
0.5,1.44242,4.373333,Y,1,52.5,2,2,1,-1,LOWER SIOUX         MN,2,03/1988
2.5,0.0,628.9107,Y,0,9.5,1,2,1,89,BARNSTABLE          MA,5,03/1988
0.9,1.61977,579.39685,Unknown,9,22.8,3,0,0,6,BERKSHIRE           MA,4,03/1988
0.5,3.28,993.15466,Unknown,0,0.0,10,0,1,24,PHILADELPHIA        PA,0,03/1988
3.4,1.63666,329.47784,Y,0,6.4,1,4,1,74,JASPER              IN,4,03/1988
1.8,2.13598,486.6377,N,1,12.7,4,2,1,21,MONROE              IN,2,12/1987
0.3,1.92957,438.80835,Y,1,0.0,3,1,1,1,PETTIS              MO,2,03/1988
7.7,1.54905,199.79611,Y,0,4.4,5,4,1,32,BURLEIGH            ND,2,02/1988
9.9,2.5027,2364.7627,Y,0,4.3,1,2,1,115,BERKS               PA,2,03/1989
4.2,2.30591,959.2521,Y,0,10.0,3,4,1,24,HOWARD              IN,8,02/1988
2.3,1.70553,192.26389,Unknown,0,8.7,4,2,1,52,CASS                ND,2,03/1988
0.2,3.43326,359.16406,N,1,0.0,3,2,1,91,PIMA                AZ,2,07/1988
2.4,1.68632,893.34094,Y,0,11.7,4,4,1,98,ST LOUIS            MO,0,04/1988
0.9,2.10811,447.6274,Y,0,33.9,1,2,1,91,JACKSON             MO,2,03/1988
2.4,1.53779,430.94482,Y,0,11.5,5,4,1,83,STONE               MO,3,03/1988
0.6,1.61977,649.2395,Y,0,33.4,3,2,1,34,BERKSHIRE           MA,2,03/1988
1.8,2.42466,120.341354,N,1,12.2,1,3,1,4,NAVAJO              AZ,2,04/1988
1.5,1.79318,478.26804,Y,0,14.3,1,4,1,40,LAKE                IN,2,02/1988
13.0,1.31208,921.8649,Y,0,3.0,4,4,1,32,BLUE EARTH          MN,2,12/1987
1.9,1.66622,949.15137,N,1,13.3,4,2,1,10,ST LOUIS CITY       MO,2,03/1988
11.1,1.70553,204.49521,Y,0,4.0,4,4,1,21,CASS                ND,9,02/1988
0.8,1.90071,993.15466,Y,0,77.4,5,4,1,55,SOMERSET            PA,2,11/1988
8.4,1.69558,1146.4991,Y,0,4.0,5,4,1,46,ROCK                MN,0,02/1988
0.7,0.505613,3.371429,Y,1,60.6,1,1,1,-1,GRAND TRAVERSE      MI,2,03/1988
12.0,1.48399,1214.9227,Y,0,3.9,5,4,1,21,LYON                MN,8,12/1987
1.7,1.96058,926.46497,Y,0,20.7,5,4,1,64,DAVIESS             IN,2,04/1988
4.0,1.91522,53.39241,Y,0,9.9,1,1,1,84,STARK               ND,2,03/1988
2.9,2.09233,195.62753,Y,0,9.1,1,4,1,73,CLAY                MO,2,02/1988
5.8,1.77863,55.90113,Y,0,4.5,1,2,1,23,MORTON              ND,2,02/1988
4.5,1.2988,110.44374,Y,0,5.9,3,4,1,32,ROLETTE             ND,2,02/1988
5.2,2.12421,430.94482,Unknown,0,5.6,1,0,0,36,PLATTE              MO,2,01/1988
7.1,2.14807,292.21954,N,1,4.7,4,3,1,51,WASHINGTON          IN,4,02/1988
3.7,1.36463,109.027016,Y,0,8.3,4,2,1,85,RICHLAND            ND,8,03/1988
23.3,1.48424,102.850044,Y,0,2.9,4,7,1,68,BARNES              ND,0,03/1988
2.4,2.09233,195.62753,N,1,8.5,1,3,1,57,CLAY                MO,2,02/1988
0.8,2.99849,378.24384,N,1,92.2,3,1,1,78,PINAL               AZ,2,04/1988
12.8,2.49651,1060.5416,Y,0,3.1,2,4,2,119,YORK                PA,0,03/1989
0.6,1.79318,481.44348,Y,0,34.1,1,0,1,4,LAKE                IN,2,12/1988
24.3,1.62023,106.26117,Y,0,2.4,4,4,1,59,GRAND FORKS         ND,0,03/1988
1.3,1.83885,789.0981,Y,0,12.1,4,7,1,41,ST CHARLES          MO,2,01/1988
0.7,1.88461,789.0981,N,1,25.4,6,3,1,35,SCOTT               MO,9,01/1988
2.9,2.3585,2059.0518,Y,0,8.5,1,4,1,38,CHESTER             PA,2,03/1988
5.6,1.59694,486.6377,Y,0,6.6,2,4,1,24,NOBLE               IN,1,12/1987
0.9,1.84293,896.2607,Unknown,1,19.1,5,3,1,71,GREENE              MO,2,02/1988
1.5,1.66622,789.0981,Y,0,11.5,4,0,1,52,ST LOUIS CITY       MO,0,02/1988
15.9,2.06239,208.10695,Y,0,2.7,4,4,1,36,CLARK               IN,0,02/1988
0.5,2.01841,128.78497,N,1,36.7,1,1,1,12,COCONINO            AZ,0,05/1988
0.9,1.30385,292.21954,Y,0,21.6,1,4,1,74,LA PORTE            IN,0,04/1988
1.2,2.5116,625.01996,Y,0,20.4,5,7,1,21,WORCESTER           MA,2,03/1988
4.4,2.10811,430.94482,N,1,6.6,1,3,1,74,JACKSON             MO,2,02/1988
1.7,1.2988,108.80514,N,1,14.6,3,1,1,3,ROLETTE             ND,2,03/1988
3.5,1.96648,195.62753,Y,0,7.0,1,4,1,81,CASS                MO,3,02/1988
2.2,3.11518,364.9583,N,1,13.8,3,2,1,10,MARICOPA            AZ,2,05/1988
1.0,2.43343,628.9107,Y,0,19.7,6,4,1,29,MIDDLESEX           MA,2,03/1988
0.7,0.799068,5.439952,Y,0,34.2,4,1,1,-1,LAC COURTE OREILLES WI,7,03/1988
2.1,1.80803,884.216,Y,0,9.9,3,2,1,50,WARREN              MO,2,01/1988
2.7,0.695222,4.561508,N,1,10.5,1,1,1,-1,SAGINAW CHIPPEWA    MI,8,03/1988
7.4,0.544319,7.4265,Y,0,5.5,2,5,1,-1,LEECH LAKE          MN,2,02/1988
2.8,1.42956,628.9107,Unknown,9,12.3,10,0,0,52,PLYMOUTH            MA,2,03/1988
0.6,2.37492,433.44394,N,1,33.6,2,3,1,81,HUNTINGTON          IN,2,04/1988
1.5,2.56866,1060.5416,Y,0,17.2,9,4,1,58,ALLEGHENY           PA,2,11/1988
5.8,1.31208,1024.4429,Y,1,5.9,4,3,2,47,BLUE EARTH          MN,0,02/1988
1.8,1.68913,641.183,Y,0,14.5,9,4,1,74,BRISTOL             MA,1,03/1988
17.9,2.13598,478.26804,Y,0,2.9,4,4,1,111,MONROE              IN,2,03/1989
27.4,2.67972,993.15466,Y,0,2.3,2,4,1,95,LANCASTER           PA,2,02/1989
3.2,3.15469,351.82404,N,1,13.7,7,1,1,35,MONROE              PA,8,04/1988
2.2,1.58747,128.78497,N,1,12.1,2,3,1,47,GREENLEE            AZ,2,01/1988
8.2,2.37216,351.82404,Y,0,5.0,4,4,1,115,LAWRENCE            PA,4,02/1989
1.0,1.57138,430.94482,N,1,43.5,3,1,1,91,CAMDEN              MO,1,03/1988
2.2,1.84225,447.6274,N,1,8.9,2,1,1,39,CLARK               MO,2,01/1988
4.4,1.62023,106.26117,Y,0,7.1,4,0,5,58,GRAND FORKS         ND,0,03/1988
1.4,3.11518,364.9583,N,1,17.8,3,3,1,10,MARICOPA            AZ,0,05/1988
2.2,1.48399,216.32573,Y,1,9.4,5,1,1,4,WARD                ND,2,03/1988
3.2,1.9738,288.8893,N,1,8.7,4,2,1,68,ORANGE              IN,2,03/1988
3.1,1.82258,884.216,N,1,9.2,6,1,1,36,DUNKLIN             MO,2,01/1988
0.9,2.43343,649.2395,Y,0,18.4,6,4,1,56,MIDDLESEX           MA,5,03/1988
6.8,1.394,292.21954,Y,1,4.9,2,3,1,72,STEUBEN             IN,2,03/1988
1.4,2.48623,320.4678,Y,0,16.4,7,4,1,123,WYOMING             PA,2,03/1989
0.6,0.88449,6.800794,N,1,47.4,4,3,1,-1,ONEIDA              WI,7,03/1988
0.2,1.72108,426.79886,N,1,0.0,6,3,1,84,TEXAS               MO,2,02/1988
2.3,1.96705,596.0751,Y,0,13.7,4,4,1,96,HAMPDEN             MA,2,03/1988
1.9,2.00698,588.18805,Y,0,15.2,7,7,1,99,ESSEX               MA,0,04/1988
0.4,2.00698,538.5639,Y,0,0.0,7,4,1,72,ESSEX               MA,2,03/1988
1.0,1.80803,893.34094,Y,0,17.5,3,7,1,91,WARREN              MO,0,04/1988
3.3,1.98276,426.79886,N,1,8.0,1,1,1,91,BUCHANAN            MO,2,03/1988
2.7,2.67869,606.68567,Y,0,10.4,8,4,1,135,LUZERNE             PA,2,03/1989
4.3,1.9292,447.6274,Y,1,7.0,1,3,1,70,DAVIESS             MO,2,02/1988
12.7,1.69837,292.21954,Y,0,4.9,1,4,1,30,PORTER              IN,0,01/1988
9.9,2.09873,1020.6714,Y,0,6.3,5,4,1,116,VANDERBURGH         IN,3,03/1989
1.0,1.68632,896.2607,Y,0,22.4,4,4,1,78,ST LOUIS            MO,2,02/1988
5.6,2.5027,2059.0518,Y,0,4.7,1,2,1,66,BERKS               PA,2,11/1988
6.7,2.01841,128.78497,N,1,6.4,1,3,1,38,COCONINO            AZ,2,12/1987
1.1,3.43326,363.43207,N,1,34.5,3,1,1,35,PIMA                AZ,2,12/1987
1.6,0.515124,7.4265,Y,1,19.0,2,3,1,-1,LEECH LAKE          MN,2,02/1988
2.5,0.552472,8.726667,Y,0,10.8,2,4,1,-1,RED LAKE            MN,2,03/1988
2.9,0.552472,8.726667,Y,0,11.7,2,4,1,-1,RED LAKE            MN,2,03/1988
6.0,2.17969,1020.33856,Y,0,5.1,3,4,1,107,MARION              IN,7,03/1989
2.3,2.95083,2115.6047,Y,0,11.1,1,4,1,29,BUCKS               PA,2,04/1988
0.1,1.82237,2059.0518,Unknown,0,0.0,1,0,0,110,DELAWARE            PA,0,03/1989
1.2,3.11518,364.80402,N,1,31.9,3,1,1,95,MARICOPA            AZ,2,06/1988
1.6,2.04101,570.61176,Unknown,9,48.3,8,0,0,30,NORFOLK             MA,2,03/1988
1.2,2.5116,628.9107,Y,0,19.0,5,4,1,27,WORCESTER           MA,0,04/1988
4.4,2.01841,147.43077,N,1,6.2,1,2,1,50,COCONINO            AZ,0,02/1988
1.6,2.04101,626.5646,Y,0,11.7,8,4,1,62,NORFOLK             MA,0,04/1988
1.3,2.61898,315.78497,Y,0,17.0,4,2,1,21,BUTLER              PA,2,02/1988
1.8,2.42466,147.43077,Unknown,9,16.8,1,0,0,33,NAVAJO              AZ,0,12/1987
3.0,2.67972,1065.3071,Unknown,0,10.8,2,0,1,127,LANCASTER           PA,2,03/1989
0.5,3.11518,364.80402,N,1,33.5,3,2,1,35,MARICOPA            AZ,2,12/1987
2.0,1.96648,195.07153,N,1,11.5,1,1,1,72,CASS                MO,2,02/1988
4.9,2.17969,807.81647,N,1,5.8,3,1,1,57,MARION              IN,5,03/1988
4.8,2.06239,235.47133,Y,0,5.7,4,4,1,82,CLARK               IN,3,04/1988
1.5,2.28582,1065.3071,Y,0,20.5,5,4,1,40,CAMBRIA             PA,4,03/1988
1.1,1.96648,195.62753,Y,0,16.0,1,2,1,40,CASS                MO,9,01/1988
2.3,2.43343,649.2395,Y,9,12.8,6,0,1,58,MIDDLESEX           MA,2,03/1988
0.7,1.96648,218.51334,Y,0,39.5,1,2,1,46,CASS                MO,2,01/1988
5.3,1.3624,56.84945,Y,0,7.4,1,5,1,9,PEMBINA             ND,2,03/1988
0.7,1.84932,993.15466,Y,0,42.0,2,4,1,103,PERRY               PA,2,02/1989
0.3,1.96309,807.81647,Unknown,9,0.0,3,0,0,6,FRANKLIN            IN,2,01/1989
13.9,3.28155,2059.0518,Y,0,2.6,1,2,2,112,NORTHAMPTON         PA,2,02/1989
0.6,2.08563,218.51334,N,1,39.5,1,3,1,62,LAFAYETTE           MO,8,02/1988
4.0,2.55323,351.82404,Y,0,10.2,4,4,1,60,BEAVER              PA,2,11/1988
1.6,0.976144,461.62366,Y,0,18.1,3,2,1,23,DAKOTA              MN,2,12/1987
3.6,1.77863,53.39241,Y,0,6.3,1,4,1,78,MORTON              ND,0,03/1988
1.5,3.43326,378.24384,N,1,19.5,3,3,1,60,PIMA                AZ,0,03/1988
15.7,1.61977,579.39685,Y,0,3.1,3,4,1,79,BERKSHIRE           MA,2,03/1988
5.2,1.77863,53.39241,Y,0,4.8,1,4,2,1,MORTON              ND,2,03/1988
1.7,0.0,625.01996,Y,0,21.0,11,2,2,56,SUFFOLK             MA,2,03/1988
1.4,1.93261,926.46497,Y,0,19.4,3,2,1,81,DEARBORN            IN,2,04/1988
1.9,1.82664,641.183,Unknown,9,12.1,2,0,0,4,HAMPSHIRE           MA,3,03/1988
3.0,2.08592,807.81647,Y,0,10.8,3,4,1,8,MADISON             IN,2,12/1988
0.3,1.72019,789.0981,N,1,0.0,5,3,1,42,CHRISTIAN           MO,3,01/1988
48.1,2.48365,1122.8802,Y,0,1.4,2,7,1,94,LEBANON             PA,8,02/1989
1.6,2.17969,807.81647,Y,1,18.3,3,7,1,52,MARION              IN,2,02/1988
0.4,2.04273,478.26804,N,1,0.0,5,3,1,52,SULLIVAN            IN,2,03/1988
3.9,2.5116,625.01996,Y,0,6.8,5,4,1,72,WORCESTER           MA,2,03/1988
0.3,1.69837,303.79205,N,1,0.0,1,3,1,27,PORTER              IN,0,02/1988
2.1,2.00698,578.04297,Y,0,12.2,7,4,1,56,ESSEX               MA,2,03/1988
2.2,1.42956,579.39685,Y,0,9.3,10,7,1,1,PLYMOUTH            MA,2,04/1988
1.6,2.5116,649.2395,Y,0,14.5,5,4,1,106,WORCESTER           MA,5,03/1988
0.4,3.11518,364.80402,N,1,0.0,3,3,1,82,MARICOPA            AZ,2,05/1988
3.2,1.12399,433.44394,Y,0,8.1,1,0,1,26,ST JOSEPH           IN,0,01/1988
8.2,2.17969,1020.6714,Unknown,1,3.7,3,0,0,70,MARION              IN,5,03/1988
4.1,2.61898,320.4678,Y,0,6.6,4,4,1,50,BUTLER              PA,0,11/1988
1.1,1.42956,628.9107,Unknown,9,27.5,10,0,0,33,PLYMOUTH            MA,2,03/1988
7.9,2.67972,1060.5416,Y,1,5.2,2,3,1,64,LANCASTER           PA,2,11/1988
0.1,2.40633,136.06097,N,1,0.0,2,1,1,90,GRAHAM              AZ,2,06/1988
64.3,2.3585,2059.0518,Y,0,1.4,1,4,1,64,CHESTER             PA,3,11/1988
1.6,0.0,628.9107,Y,0,11.8,1,7,1,25,BARNSTABLE          MA,2,03/1988
41.2,2.04444,1074.0137,Y,0,2.1,2,4,1,28,DAUPHIN             PA,0,04/1988
9.2,2.43343,597.85675,Y,0,4.8,6,4,1,72,MIDDLESEX           MA,2,03/1988
1.3,1.83885,896.2607,Y,0,14.8,4,2,1,48,ST CHARLES          MO,0,02/1988
2.8,2.56866,1074.0137,Y,0,9.4,9,2,1,91,ALLEGHENY           PA,2,02/1989
0.8,2.04177,481.44348,N,1,24.1,4,3,1,36,FLOYD               IN,2,01/1988
8.7,1.39637,106.26117,Y,0,5.6,3,1,1,5,BOTTINEAU           ND,2,03/1988
0.8,2.01841,150.24512,N,1,24.6,1,1,1,28,COCONINO            AZ,3,11/1987
0.9,2.01841,120.341354,N,1,26.1,1,1,1,96,COCONINO            AZ,2,06/1988
1.4,0.88449,6.800794,Y,0,23.6,4,4,1,-1,ONEIDA              WI,2,03/1988
1.9,2.43343,625.01996,Unknown,9,15.8,6,0,0,5,MIDDLESEX           MA,2,04/1988
2.0,2.04101,579.39685,Unknown,9,18.5,8,0,0,31,NORFOLK             MA,2,03/1988
0.3,3.11518,359.16406,N,2,0.0,3,3,2,1,MARICOPA            AZ,2,04/1988
4.0,2.43343,559.8317,Y,0,6.2,6,4,1,4,MIDDLESEX           MA,2,03/1988
8.4,2.05186,1122.8802,Y,0,4.0,2,4,1,49,CUMBERLAND          PA,0,11/1988
6.7,1.48424,110.44374,Y,1,4.2,4,3,2,6,BARNES              ND,2,03/1988
2.8,2.5116,628.9107,Y,0,8.0,5,0,2,103,WORCESTER           MA,0,04/1988
0.6,2.40633,120.341354,N,1,35.1,2,2,1,87,GRAHAM              AZ,4,06/1988
1.2,3.11518,364.9583,N,1,19.8,3,1,1,49,MARICOPA            AZ,8,12/1987
0.9,1.68913,597.85675,Y,0,43.5,9,4,1,40,BRISTOL             MA,2,03/1988
1.1,2.17969,926.46497,Y,0,22.8,3,4,1,62,MARION              IN,1,03/1988
4.5,1.96705,596.0751,Y,0,12.6,4,4,1,62,HAMPDEN             MA,2,03/1988
0.6,2.13755,223.91988,Y,0,36.9,5,2,1,7,HENRY               MO,2,03/1988
1.5,2.71407,136.06097,N,1,12.4,2,2,1,12,MOHAVE              AZ,0,05/1988
3.9,2.55323,315.78497,Y,0,6.6,4,4,1,137,BEAVER              PA,0,04/1989
0.8,2.14045,211.50511,N,1,23.5,4,7,1,94,SCOTT               IN,2,03/1989
1.6,2.28582,1122.8802,Y,0,18.3,5,4,1,62,CAMBRIA             PA,3,11/1988
8.2,1.85902,292.21954,Y,0,3.6,1,2,1,116,NEWTON              IN,2,03/1989
3.5,1.72085,443.8437,Y,0,10.4,4,4,1,23,FRANKLIN            MO,2,12/1987
0.0,3.11518,364.9583,N,1,0.0,3,1,1,106,MARICOPA            AZ,2,06/1988
1.1,3.11518,364.9583,N,1,39.0,3,1,1,62,MARICOPA            AZ,0,03/1988
4.3,1.12399,486.6377,Y,0,6.8,1,2,1,88,ST JOSEPH           IN,2,12/1988
2.3,1.96207,195.62753,N,1,8.1,5,1,1,32,BATES               MO,10,01/1988
1.6,1.82664,597.85675,Y,0,47.6,2,4,1,29,HAMPSHIRE           MA,2,03/1988
10.7,1.75258,110.44374,Y,0,5.3,2,1,1,62,MERCER              ND,0,03/1988
0.8,1.77056,426.79886,N,1,19.8,3,3,1,78,DENT                MO,2,02/1988
1.3,2.1283,675.416,Y,0,26.0,6,4,1,23,ERIE                PA,0,03/1988
0.3,1.64543,447.6274,N,1,0.0,5,1,1,30,BENTON              MO,2,12/1987
0.7,2.40633,136.06097,N,1,118.2,2,2,1,8,GRAHAM              AZ,0,05/1988
0.9,2.00134,1074.0137,N,1,37.5,5,3,1,44,FAYETTE             PA,0,11/1988
3.7,1.8278,48.849606,Y,0,6.2,1,2,1,9,GRANT               ND,3,03/1988
0.3,0.678591,3.697917,Y,0,0.0,4,4,1,-1,LAC DU FLAMBEAU     WI,2,03/1988
0.1,2.04101,570.61176,Unknown,9,0.0,8,0,0,89,NORFOLK             MA,4,03/1988
1.5,2.06239,211.50511,Y,0,27.0,4,7,1,63,CLARK               IN,2,03/1988
3.9,2.27287,1122.8802,Y,0,6.5,3,4,1,93,SCHUYLKILL          PA,2,02/1989
0.7,2.63999,606.68567,Y,0,31.6,8,7,1,60,LACKAWANNA          PA,2,11/1988
3.1,2.45192,597.212,Y,0,9.1,6,4,1,94,CLEARFIELD          PA,0,02/1989
0.6,2.10811,443.8437,Y,0,25.0,1,4,1,78,JACKSON             MO,3,02/1988
1.8,3.43326,364.9583,N,1,14.0,3,3,1,30,PIMA                AZ,0,12/1987
2.9,2.49651,993.15466,Y,0,7.8,2,2,1,87,YORK                PA,2,01/1989
3.7,2.06239,235.47133,Y,0,9.3,4,4,1,65,CLARK               IN,4,03/1988
4.1,1.16237,481.44348,Y,0,5.8,2,4,1,119,ELKHART             IN,2,03/1989
1.0,2.19017,959.2521,N,1,20.8,3,1,1,89,HAMILTON            IN,1,02/1989
4.5,1.82299,443.8437,Y,0,6.9,6,2,1,2,WAYNE               MO,2,03/1988
5.8,2.43343,570.61176,Y,0,11.5,6,4,1,45,MIDDLESEX           MA,7,04/1988
2.0,1.78025,893.34094,Y,0,12.2,2,4,1,44,MACON               MO,4,01/1988
3.5,1.41027,893.2374,Unknown,1,8.9,2,3,1,22,CLAY                MN,9,12/1987
0.3,3.43326,364.80402,Unknown,9,0.0,3,0,0,74,PIMA                AZ,0,04/1988
0.4,2.00349,426.79886,N,1,0.0,5,2,1,93,VERNON              MO,4,03/1988
0.4,2.24875,959.2521,N,1,0.0,3,1,1,109,HENDRICKS           IN,0,03/1989
0.8,2.17261,218.51334,Y,1,22.7,6,2,1,3,ST FRANCOIS         MO,0,03/1988
12.7,2.49651,1065.3071,Y,0,3.4,2,2,1,74,YORK                PA,0,12/1988
2.4,0.515124,7.4265,Y,0,13.1,2,2,1,-1,LEECH LAKE          MN,2,02/1988
9.5,2.04101,649.2395,N,0,4.7,8,4,1,79,NORFOLK             MA,4,03/1988
0.0,1.68913,597.85675,N,1,0.0,9,1,1,27,BRISTOL             MA,2,03/1988
1.1,1.32068,430.94482,Y,0,19.0,5,1,1,36,MCDONALD            MO,2,01/1988
3.8,3.11518,364.80402,N,1,8.0,3,7,1,44,MARICOPA            AZ,9,01/1988
3.3,1.98755,478.26804,N,1,7.8,5,7,1,72,VIGO                IN,5,03/1988
0.1,3.11518,364.80402,N,1,0.0,3,1,1,121,MARICOPA            AZ,0,07/1988
6.2,1.98276,447.6274,Y,0,8.4,1,4,1,21,BUCHANAN            MO,2,12/1987
1.3,2.25343,926.46497,N,1,17.3,3,3,1,51,BLACKFORD           IN,0,04/1988
3.1,3.15469,351.82404,Y,1,10.2,7,2,1,76,MONROE              PA,0,12/1988
2.7,3.11518,363.43207,N,1,9.3,3,3,1,47,MARICOPA            AZ,2,01/1988
1.7,1.70553,204.49521,Y,0,18.3,4,4,1,84,CASS                ND,6,03/1988
1.9,2.10811,430.94482,Y,0,13.1,1,1,1,75,JACKSON             MO,2,02/1988
6.6,1.99276,48.82277,Y,0,6.0,1,2,1,88,BOWMAN              ND,1,03/1988
11.4,1.75258,109.027016,Y,0,3.8,2,1,1,28,MERCER              ND,8,02/1988
3.9,2.00698,538.5639,Y,0,6.9,7,4,1,27,ESSEX               MA,2,03/1988
1.3,0.582969,4.666667,N,1,18.7,1,1,1,-1,HANNAHVILLE         MI,0,03/1988
1.6,3.11518,359.16406,N,1,16.0,3,3,1,78,MARICOPA            AZ,2,04/1988
2.9,2.5116,579.39685,Y,0,8.7,5,4,1,72,WORCESTER           MA,3,03/1988
1.3,3.11518,363.43207,N,1,22.3,3,3,1,64,MARICOPA            AZ,2,03/1988
8.3,2.20395,807.81647,Y,0,5.1,3,4,1,4,WAYNE               IN,0,01/1989
2.5,2.14794,896.2607,N,1,10.5,6,1,1,39,BUTLER              MO,2,01/1988
1.9,1.69334,649.2395,Y,0,23.7,2,0,5,21,FRANKLIN            MA,2,03/1988
6.0,1.77863,62.80399,Y,0,5.2,1,2,1,4,MORTON              ND,2,03/1988
4.2,3.76713,364.9583,N,1,6.5,3,3,1,45,SANTA CRUZ          AZ,2,01/1988
0.8,3.11518,378.24384,N,1,21.4,3,3,1,63,MARICOPA            AZ,2,03/1988
1.5,3.11518,364.80402,N,1,25.5,3,1,1,27,MARICOPA            AZ,2,01/1988
3.7,2.55323,322.1076,Y,0,7.9,4,7,1,65,BEAVER              PA,3,11/1988
3.1,0.622088,461.2747,Y,0,10.8,1,4,1,50,ST LOUIS            MN,2,02/1988
3.9,1.04286,6.800794,Y,0,8.9,4,4,1,-1,ONEIDA              WI,2,03/1988
3.6,0.622088,433.3167,Y,0,12.3,1,4,1,36,ST LOUIS            MN,0,01/1988
6.6,1.98755,486.6377,Y,0,4.6,5,4,1,78,VIGO                IN,1,04/1988
34.0,2.55323,351.82404,Y,0,2.2,4,4,1,34,BEAVER              PA,2,03/1988
6.7,1.06515,10.35,Y,0,6.1,2,1,1,-1,SHAKOPEE-MDEWAKANTO MN,7,03/1988
4.4,3.43326,378.24384,N,1,5.4,3,1,1,93,PIMA                AZ,6,06/1988
14.8,1.62023,102.850044,Y,0,2.7,4,5,1,5,GRAND FORKS         ND,2,03/1988
1.7,2.11137,195.07153,N,1,13.0,1,3,1,21,RAY                 MO,1,12/1987
12.6,1.69334,628.9107,Y,0,4.7,2,0,1,49,FRANKLIN            MA,2,03/1988
3.7,1.14643,3.66,Y,0,8.2,4,4,1,-1,STOCKBRIDGE-MUNSEE  WI,0,03/1988
2.0,0.0,625.01996,Y,0,23.7,1,4,1,85,BARNSTABLE          MA,0,04/1988
8.3,2.92643,2059.0518,Y,0,3.5,1,4,1,89,MONTGOMERY          PA,2,01/1989
0.2,2.95083,2059.0518,N,1,0.0,1,3,1,77,BUCKS               PA,2,12/1988
1.4,2.49759,303.79205,N,1,11.2,2,1,1,86,ALLEN               IN,2,01/1989
0.7,3.11518,378.24384,N,1,25.4,3,3,1,89,MARICOPA            AZ,5,06/1988
0.2,0.242674,8.313953,Y,0,0.0,1,4,1,-1,SAULT ST. MARIE     MI,2,03/1988
5.3,2.10811,426.79886,Y,0,5.5,1,4,1,99,JACKSON             MO,6,04/1988
5.7,1.84293,949.15137,N,1,4.4,5,3,1,45,GREENE              MO,0,02/1988
0.8,2.45192,664.7248,Y,0,31.0,6,4,1,40,CLEARFIELD          PA,2,03/1988
0.9,2.14045,208.10695,N,1,21.2,4,1,1,86,SCOTT               IN,2,11/1988
0.6,2.01841,128.78497,N,1,37.2,1,7,1,85,COCONINO            AZ,2,05/1988
5.2,2.28582,1065.3071,Y,0,5.7,5,4,1,92,CAMBRIA             PA,0,02/1989
2.7,1.85902,329.47784,N,1,7.3,1,1,1,112,NEWTON              IN,0,03/1989
0.3,0.319494,8.313953,Y,0,0.0,1,4,1,-1,SAULT ST. MARIE     MI,2,03/1988
3.6,1.65455,1071.318,Y,0,8.6,4,2,1,41,HOUSTON             MN,2,01/1988
5.1,1.12399,486.6377,Y,0,5.4,1,4,1,45,ST JOSEPH           IN,2,02/1988
4.9,2.5116,579.39685,Y,0,6.5,5,4,1,1,WORCESTER           MA,2,03/1988
4.3,1.98205,1074.0137,Y,0,8.0,3,4,1,64,CENTRE              PA,0,12/1988
7.1,1.99276,48.849606,Y,0,3.9,1,7,1,75,BOWMAN              ND,2,02/1988
18.3,1.8278,52.79145,Y,0,2.9,1,2,1,83,GRANT               ND,0,03/1988
0.3,1.68913,626.5646,Y,0,0.0,9,4,2,35,BRISTOL             MA,2,03/1988
1.5,2.43343,649.2395,Y,0,19.0,6,0,1,55,MIDDLESEX           MA,0,04/1988
9.9,1.68913,570.61176,Y,0,4.0,9,4,1,3,BRISTOL             MA,2,03/1988
2.4,1.66622,896.2607,Unknown,0,8.4,4,0,0,29,ST LOUIS CITY       MO,10,01/1988
0.2,1.72279,430.94482,N,1,0.0,5,1,1,93,WEBSTER             MO,2,03/1988
0.7,2.49759,288.8893,N,1,33.5,2,3,1,25,ALLEN               IN,2,01/1988
8.6,0.907991,2179.5032,Y,0,3.6,3,4,1,34,HENNEPIN            MN,9,01/1988
2.5,2.61898,322.1076,Y,0,9.0,4,4,1,115,BUTLER              PA,0,03/1989
2.8,2.00698,588.18805,Y,0,10.2,7,4,1,71,ESSEX               MA,3,03/1988
0.0,2.04101,641.183,Y,0,0.0,8,4,1,43,NORFOLK             MA,2,03/1988
0.9,3.11518,359.16406,N,1,22.2,3,2,1,49,MARICOPA            AZ,2,01/1988
0.4,2.04101,579.39685,Y,0,0.0,8,4,1,49,NORFOLK             MA,2,03/1988
2.5,2.82376,1065.3071,Y,0,12.8,5,2,1,47,ARMSTRONG           PA,0,11/1988
1.5,1.96648,195.62753,Y,0,11.0,1,4,1,24,CASS                MO,9,01/1988
3.5,3.43326,363.43207,N,1,8.5,3,1,1,28,PIMA                AZ,0,12/1987
8.5,1.85971,57.05739,Y,0,4.6,1,2,1,86,HETTINGER           ND,8,03/1988
20.3,1.73471,443.8437,Y,0,2.2,6,4,1,31,SHANNON             MO,9,01/1988
1.7,1.63217,443.8437,Y,0,13.9,4,4,1,70,JEFFERSON           MO,2,02/1988
